93dc05854f394d8d9852e0be42e9ed3a,Risk Profiling through a Behavioral Finance Lens,https://rpc.cfainstitute.org/research/foundation/2016/risk-profiling-through-a-behavioral-finance-lens
db42ab07c9d44872a6c5661d9f589494,Annuities and Retirement Income Planning,https://rpc.cfainstitute.org/research/foundation/2016/annuities-and-retirement-income-planning
228c48bb8ce740bb899b39b27976144a,Research Foundation Review 2015,https://rpc.cfainstitute.org/research/foundation/2016/research-foundation-review-2015
d11b7053f80c4dc0926126444774bf80,Longevity Risk and Retirement Income Planning,https://rpc.cfainstitute.org/research/foundation/2015/longevity-risk-and-retirement-income-planning
cebd59b61def4ecf8585f3cc911d05da,The Industrial Organization of the Global Asset Management Business,https://rpc.cfainstitute.org/research/foundation/2015/the-industrial-organization-of-the-global-asset-management-business
ac3e094f2be142bf875cadeb0d10a796,Trading and Electronic Markets: What Investment Professionals Need to Know,https://rpc.cfainstitute.org/research/foundation/2015/trading-and-electronic-markets-what-investment-professionals-need-to-know
068502a2f6764c57bfa317529cf05ff5,Research Foundation Year in Review 2014,https://rpc.cfainstitute.org/research/foundation/2015/research-foundation-year-in-review-2014
74727db343874bad9c1683a619159d4c,A Comprehensive Guide to Exchange-Traded Funds (ETFs),https://rpc.cfainstitute.org/research/foundation/2015/a-comprehensive-guide-to-exchange-traded-funds-etfs
dd897b9836d54da19413a4bd255c6262,Investor Risk Profiling: An Overview,https://rpc.cfainstitute.org/research/foundation/2015/investor-risk-profiling-an-overview
089c6e19697d48f8bc953ced8c5fed0c,The New Economics of Liquidity and Financial Frictions,https://rpc.cfainstitute.org/research/foundation/2014/the-new-economics-of-liquidity-and-financial-frictions
f1181bad1c28440b83f1ebe80d126d29,"Islamic Finance: Ethics, Concepts, Practice",https://rpc.cfainstitute.org/research/foundation/2014/islamic-finance-ethics-concepts-practice
6b50ccdc3e1d41ebb6d1cc50b3cc8f41,Investment Professionals and Fiduciary Duties,https://rpc.cfainstitute.org/research/foundation/2014/investment-professionals-and-fiduciary-duties
